time/s	<I>/mA	Ewe/V	
27/08/2025 11:06:11.2421	6,315950477313990E+000	-2,1881063E-003
27/08/2025 11:06:12.2421	6,309804335212704E+000	-2,0162079E-003
27/08/2025 11:06:13.2421	6,308259795761103E+000	-2,1499067E-003
27/08/2025 11:06:14.2421	6,307909914207457E+000	-2,1881063E-003
27/08/2025 11:06:15.2421	6,298633978176113E+000	-2,0353077E-003
27/08/2025 11:06:16.2421	6,295625128364563E+000	-2,0544075E-003
27/08/2025 11:06:17.2421	6,292023552036284E+000	-2,0926071E-003
27/08/2025 11:06:18.2421	6,287162911415095E+000	-2,2263059E-003
27/08/2025 11:06:19.2421	6,284967998027795E+000	-2,1308069E-003
27/08/2025 11:06:20.2421	6,281061253833762E+000	-2,0544075E-003
27/08/2025 11:06:21.2421	6,276138229179381E+000	-2,1117069E-003
27/08/2025 11:06:22.2421	6,274119239234921E+000	-2,1881063E-003
27/08/2025 11:06:23.2421	6,271656988239288E+000	-2,1690065E-003
27/08/2025 11:06:24.2421	6,265850554180145E+000	-2,0353077E-003
27/08/2025 11:06:25.2421	6,262864112663269E+000	-2,0735073E-003
27/08/2025 11:06:26.2421	6,255401195049281E+000	-2,0544075E-003
27/08/2025 11:06:27.2421	6,248778501796707E+000	-1,9971081E-003
27/08/2025 11:06:28.2421	6,246941750240310E+000	-2,0926071E-003
27/08/2025 11:06:29.2421	6,241834268569939E+000	-2,2072061E-003
27/08/2025 11:06:30.2421	6,238444003963465E+000	-2,2645055E-003
27/08/2025 11:06:31.2421	6,236592311573027E+000	-2,1690065E-003
27/08/2025 11:06:32.2421	6,227079357528687E+000	-2,1117069E-003
